ride_id,start_time,end_time,start_station_id,end_station_id,bike_id,user_type,customer_id
90337001-1ec3-4633-b98e-8c1cfd53d34c,2025-08-25 00:23:42,2025-08-25 00:36:03,1066c763-a3b3-4292-9d33-cf474e397055,bcea2fb3-eaf4-4a1d-b631-c910b29db6da,26354a04-099a-423a-9b26-5c91ad1e3525,member,5a4bcc9a-4ef1-4e26-aba5-12690b4a85b1
07357007-fd8a-4008-bfab-6e99a14748a0,2025-08-25 00:37:27,2025-08-25 07:20:07,1066c763-a3b3-4292-9d33-cf474e397055,e89d417b-b239-4d94-aef4-3cad24f72fb8,26354a04-099a-423a-9b26-5c91ad1e3525,non-member,2bc964db-5dcc-4778-a98a-1a2c5798002b
6f03ce71-087b-42e5-bc34-d5fc211efaec,2025-08-25 09:19:54,2025-08-25 10:21:23,1066c763-a3b3-4292-9d33-cf474e397055,65008017-abdf-42fc-8752-c5188ca7cd61,26354a04-099a-423a-9b26-5c91ad1e3525,member,63ad7d71-cd2f-4677-85b4-2e06b4f482f2
778c6944-f272-4310-8170-828801c01845,2025-08-25 14:53:19,2025-08-25 17:14:46,1066c763-a3b3-4292-9d33-cf474e397055,810a7fc4-5b2b-467b-9a52-7d61ff794a7b,26354a04-099a-423a-9b26-5c91ad1e3525,non-member,6cd97831-bd8e-44fa-be36-0ff243aab028
f91d1c1a-2af3-4315-84f3-2a0914dfc38d,2025-08-25 17:31:32,2025-08-25 19:00:45,1066c763-a3b3-4292-9d33-cf474e397055,69b25e37-55ba-4437-a09b-5973a647f7bb,26354a04-099a-423a-9b26-5c91ad1e3525,member,24bbd99f-5e85-42b4-84f7-3b7abce05282
b98e891f-8aee-4188-ae9a-8849614173f8,2025-08-25 22:27:29,2025-08-25 22:48:02,1066c763-a3b3-4292-9d33-cf474e397055,55224734-2ad8-4a19-9e4c-a66de06b42f9,26354a04-099a-423a-9b26-5c91ad1e3525,non-member,ffe28a31-bfcf-48f0-921b-66d898f9944e
32dd4363-bf9c-408a-99fa-6d4b81f6c77e,2025-08-25 00:06:55,2025-08-25 03:35:07,99810fea-31be-4514-ab04-fce0cc4c715e,c4ad6437-6c2d-43d1-aa23-d46b5df8b6a7,e267f0df-8efd-4444-8236-189e934465da,member,9a653b42-4b1f-4fc5-afa2-b7f70baa0201
1cee7c98-b94a-485a-a2cf-b60f2da623af,2025-08-25 03:54:15,2025-08-25 05:28:45,99810fea-31be-4514-ab04-fce0cc4c715e,33bb6a37-5494-4a00-be0a-cc9c8a079c39,e267f0df-8efd-4444-8236-189e934465da,non-member,93770a04-1fd2-45b7-95dc-1b232cdf89b4
98adf74a-50b2-4b51-8845-4b8e68e5a12f,2025-08-25 06:59:17,2025-08-25 08:07:12,99810fea-31be-4514-ab04-fce0cc4c715e,04cd70f1-9492-4218-b96a-f63547a3f6f9,e267f0df-8efd-4444-8236-189e934465da,non-member,ee311530-0c4d-4404-bc54-22275814ffc5
a8eb218d-054a-4164-b91a-05841684b4e8,2025-08-25 09:07:43,2025-08-25 15:32:02,99810fea-31be-4514-ab04-fce0cc4c715e,04cd70f1-9492-4218-b96a-f63547a3f6f9,e267f0df-8efd-4444-8236-189e934465da,non-member,11cd2f25-8f9b-40fa-9d68-78041eb472fe
70a6951c-ac9e-4f22-bfd3-d5d7445c103e,2025-08-25 16:18:25,2025-08-25 16:25:44,99810fea-31be-4514-ab04-fce0cc4c715e,47a93244-6745-475a-8bf2-a08f341805e9,e267f0df-8efd-4444-8236-189e934465da,member,8082cfb8-a1af-4699-a04f-d2b7df642ba3
275eb9e1-8e3f-4211-808b-5718787f0850,2025-08-25 16:51:51,2025-08-25 18:16:49,99810fea-31be-4514-ab04-fce0cc4c715e,a0c61868-01f3-4cc6-ae38-1c737d315e35,e267f0df-8efd-4444-8236-189e934465da,member,945e3aa2-6a6f-4421-bd7a-cc5d6aa65656
a06ba97c-5db4-4b48-b4fe-b5e5a4b62a5c,2025-08-25 18:27:15,2025-08-25 20:05:19,99810fea-31be-4514-ab04-fce0cc4c715e,1066c763-a3b3-4292-9d33-cf474e397055,e267f0df-8efd-4444-8236-189e934465da,member,6c1f1cd9-fc64-41c9-a6a2-dcb9d36174ed
