ride_id,start_time,end_time,start_station_id,end_station_id,bike_id,user_type,customer_id
92ffc8d3-5e68-4472-a58a-07d95b5a1564,2025-06-10 00:49:24,2025-06-10 00:53:50,99810fea-31be-4514-ab04-fce0cc4c715e,844e0cdf-2a22-4096-8d58-6c034b3ebf30,e267f0df-8efd-4444-8236-189e934465da,member,516819a4-1071-4465-aba5-3b28f370fdf7
cb6a8b41-b96b-4136-ad5c-dfc37503821f,2025-06-10 01:34:47,2025-06-10 02:12:06,99810fea-31be-4514-ab04-fce0cc4c715e,55224734-2ad8-4a19-9e4c-a66de06b42f9,e267f0df-8efd-4444-8236-189e934465da,member,44464ae7-f2f3-4aa7-b456-e1c60444cd57
e68a9f1e-b519-48ba-8767-9318ce3fba14,2025-06-10 03:25:13,2025-06-10 06:17:29,99810fea-31be-4514-ab04-fce0cc4c715e,2b74a5a2-1bd3-4aa9-88ef-d299f1d175a9,e267f0df-8efd-4444-8236-189e934465da,member,d038e441-a298-4bcc-92e8-f43d9e60468b
6c6f99eb-2eba-4c00-ab1b-00ed8c3163a0,2025-06-10 07:44:16,2025-06-10 14:09:40,99810fea-31be-4514-ab04-fce0cc4c715e,99aa4b03-ea08-43a4-94dd-7646fcbcf36c,e267f0df-8efd-4444-8236-189e934465da,non-member,d4b29daa-b88c-4c10-878b-479bef93101b
b2e58da3-3913-4867-84a8-0e1dcb7a0681,2025-06-10 15:28:49,2025-06-10 19:51:04,99810fea-31be-4514-ab04-fce0cc4c715e,bcea2fb3-eaf4-4a1d-b631-c910b29db6da,e267f0df-8efd-4444-8236-189e934465da,non-member,7c9f5e4e-f0b4-4f89-88ca-54654b2fbf6e
f154679f-1d43-49b4-b8ed-6b67e2a16bbc,2025-06-10 21:04:25,2025-06-10 21:37:32,99810fea-31be-4514-ab04-fce0cc4c715e,47a93244-6745-475a-8bf2-a08f341805e9,e267f0df-8efd-4444-8236-189e934465da,member,ce3bff53-6af7-484f-92f5-dde4b59224e5
f8993089-ff70-4eb8-8416-be38c97941f3,2025-06-10 00:08:19,2025-06-10 05:37:29,65008017-abdf-42fc-8752-c5188ca7cd61,94a13905-46d0-4830-9f48-6b582e13bbc6,23a0e656-edc6-4dd6-939b-80f4d715c9cd,non-member,1750e77a-5b5c-436e-a309-915290a2c10b
fdcfd413-8c48-453a-a626-1d2fd5cf0f96,2025-06-10 12:03:10,2025-06-10 17:18:22,65008017-abdf-42fc-8752-c5188ca7cd61,55224734-2ad8-4a19-9e4c-a66de06b42f9,23a0e656-edc6-4dd6-939b-80f4d715c9cd,member,5c415043-73e9-4702-8b46-c84cf4db22b3
61369052-b0af-4392-9094-b2f1bf1a6f2c,2025-06-10 00:13:40,2025-06-10 00:35:34,844e0cdf-2a22-4096-8d58-6c034b3ebf30,99810fea-31be-4514-ab04-fce0cc4c715e,78474814-e054-4ab5-af7f-8ce8e3e2ec31,non-member,b70effea-4701-4854-95ff-d1b8a2125bdb
0adbb0a2-bd0a-4953-a603-73035ef00e98,2025-06-10 00:51:02,2025-06-10 14:27:48,844e0cdf-2a22-4096-8d58-6c034b3ebf30,69b25e37-55ba-4437-a09b-5973a647f7bb,78474814-e054-4ab5-af7f-8ce8e3e2ec31,non-member,a5ead2ae-4413-4cc3-b0c6-e34b817381ff
24739c7a-aac4-4176-b4ed-eec856ea0b52,2025-06-10 01:45:12,2025-06-10 04:03:15,026a06f2-51ce-47cb-973f-d21c062e5dad,33bb6a37-5494-4a00-be0a-cc9c8a079c39,15dc42c5-a94c-440e-926f-8e98189489e1,non-member,081bac4f-8ef7-40a5-a635-836d0ba4919b
c0e8a057-0c75-4ec5-ab25-3bddca1cc23b,2025-06-10 04:59:59,2025-06-10 10:24:39,026a06f2-51ce-47cb-973f-d21c062e5dad,810a7fc4-5b2b-467b-9a52-7d61ff794a7b,15dc42c5-a94c-440e-926f-8e98189489e1,non-member,cef966c2-9f02-4494-b3fb-ec9cec4e3c55
db2850f2-3902-4140-81d0-dabe2e82317e,2025-06-10 12:46:57,2025-06-10 18:04:37,026a06f2-51ce-47cb-973f-d21c062e5dad,a0c61868-01f3-4cc6-ae38-1c737d315e35,15dc42c5-a94c-440e-926f-8e98189489e1,non-member,8f8b8fed-8377-4e78-b637-07f23bdcd9ce
cc1c38c6-3d08-4e71-a929-619791299945,2025-06-10 20:31:41,2025-06-10 21:18:23,026a06f2-51ce-47cb-973f-d21c062e5dad,c4ad6437-6c2d-43d1-aa23-d46b5df8b6a7,15dc42c5-a94c-440e-926f-8e98189489e1,member,5f0c3769-d74a-42e1-bddc-f3f9b8974984
c33e0ad9-d743-4ed8-9e31-1aec07bcdbb8,2025-06-10 04:24:05,2025-06-10 04:27:39,04cd70f1-9492-4218-b96a-f63547a3f6f9,227db31e-5f21-4989-8453-378e905f1eab,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,9d843e1c-e9a9-4e78-948e-a17c6f7eaf69
05b6e36f-f4ea-4c17-9b1b-9a778e8cf288,2025-06-10 04:57:00,2025-06-10 07:06:37,04cd70f1-9492-4218-b96a-f63547a3f6f9,04cd70f1-9492-4218-b96a-f63547a3f6f9,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,f46fe961-91ce-4f7f-bd25-8cd70a3c0517
5775bb53-c607-41e9-95c0-4ab2f660016a,2025-06-10 07:11:09,2025-06-10 07:30:08,04cd70f1-9492-4218-b96a-f63547a3f6f9,810a7fc4-5b2b-467b-9a52-7d61ff794a7b,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,30f52957-5794-4667-a330-6437e9a2da91
fea46a70-ea18-40e5-a683-fcf539fce20a,2025-06-10 08:41:23,2025-06-10 09:52:45,04cd70f1-9492-4218-b96a-f63547a3f6f9,227db31e-5f21-4989-8453-378e905f1eab,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,9bea0465-d32c-4231-9f01-0931826044a5
0e7df247-7fa5-4de3-a2fa-25e7187857d3,2025-06-10 13:09:46,2025-06-10 14:54:01,04cd70f1-9492-4218-b96a-f63547a3f6f9,99aa4b03-ea08-43a4-94dd-7646fcbcf36c,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,17185546-767c-4a55-af94-fbf054333292
7be8b9ef-2aab-4dc0-b15a-82cae8fe863e,2025-06-10 17:11:48,2025-06-10 18:32:19,04cd70f1-9492-4218-b96a-f63547a3f6f9,99810fea-31be-4514-ab04-fce0cc4c715e,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,b39328b7-8307-4bb0-90d9-7370623479e2
d24a7a5c-f43e-4849-968b-c9d9e34cc79b,2025-06-10 18:39:16,2025-06-10 18:47:42,04cd70f1-9492-4218-b96a-f63547a3f6f9,3405b75d-474c-4774-9805-afc93f409d64,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,bd3d66c1-929e-43ba-b6e0-240ff2c88cb5
283291e2-1af4-41dd-bab2-9436bdfbbc80,2025-06-10 19:04:22,2025-06-10 19:14:23,04cd70f1-9492-4218-b96a-f63547a3f6f9,72da959e-7cc7-427e-8816-13a25450c6ee,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,dddd10c9-a7f7-4158-996c-602ccf5ebd54
c3019bc4-b1ec-4737-b31c-eaeb0fa0142f,2025-06-10 22:33:05,2025-06-10 23:11:03,04cd70f1-9492-4218-b96a-f63547a3f6f9,844e0cdf-2a22-4096-8d58-6c034b3ebf30,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,e569e06c-0e77-4593-abec-7a797502760c
3bf630ce-7307-4c63-8ef4-c2d22485fa40,2025-06-10 00:41:37,2025-06-10 01:28:40,33bb6a37-5494-4a00-be0a-cc9c8a079c39,ce4b8120-0d3d-4d92-a883-b4bf3f467a4f,93d97605-47eb-4b98-94b4-08c7e156d2e8,non-member,eaf8ddfa-4777-4b6c-9f2f-65289e56517e
d6a0b659-7e44-4d54-820a-d5a84a39e03a,2025-06-10 02:30:56,2025-06-10 03:41:46,33bb6a37-5494-4a00-be0a-cc9c8a079c39,bcea2fb3-eaf4-4a1d-b631-c910b29db6da,93d97605-47eb-4b98-94b4-08c7e156d2e8,member,00f88a51-dd84-4283-b019-c23e63c3c6bf
8e72f770-d1f1-4d23-9799-a552bbbde0a2,2025-06-10 05:05:40,2025-06-10 05:27:11,33bb6a37-5494-4a00-be0a-cc9c8a079c39,c4ad6437-6c2d-43d1-aa23-d46b5df8b6a7,93d97605-47eb-4b98-94b4-08c7e156d2e8,member,751f634a-0f94-48f9-b5e8-ec18fb3001a5
61e3eb8e-9efe-405e-bbf0-3ab515e04ee7,2025-06-10 06:41:52,2025-06-10 10:59:38,33bb6a37-5494-4a00-be0a-cc9c8a079c39,99810fea-31be-4514-ab04-fce0cc4c715e,93d97605-47eb-4b98-94b4-08c7e156d2e8,member,f0e8747d-df06-48bf-a421-cd455db577b3
d1c80b1a-295c-4851-85c2-a26c6551e705,2025-06-10 13:00:40,2025-06-10 19:06:09,33bb6a37-5494-4a00-be0a-cc9c8a079c39,72da959e-7cc7-427e-8816-13a25450c6ee,93d97605-47eb-4b98-94b4-08c7e156d2e8,member,d1331578-fd39-48e4-baa6-c24a81e42cfd
ed3e4323-0888-400f-b770-fe73030977dc,2025-06-10 20:10:04,2025-06-10 20:24:59,33bb6a37-5494-4a00-be0a-cc9c8a079c39,99aa4b03-ea08-43a4-94dd-7646fcbcf36c,93d97605-47eb-4b98-94b4-08c7e156d2e8,member,41d94e62-6b67-4bc6-b9cf-a3775e892f53
