maintenance_id,bike_id,reported_time,resolved_time,issue_description
1bbcd667-e6fa-43e7-b65a-0eea5c0cf493,e267f0df-8efd-4444-8236-189e934465da,2025-08-29 21:07:41,2025-08-30,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
0671bc67-9423-40c4-820e-54899067144b,16d712cc-12a5-4c5f-9e35-a0ddc71f7938,2025-08-29 03:12:54,2025-09-01,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
9557c96b-32d9-4721-9452-cd46afce4499,d11e61f3-e342-4b4d-8484-463bcfb07b96,2025-08-29 05:34:07,2025-08-31,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
02a298e1-435c-475b-99e6-48efd6b9d714,41d0804c-4ad1-48a4-98ca-8c86c6534060,2025-08-29 14:53:00,2025-08-30,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
9fd3aac6-c4b5-4082-90b0-b9a8457c5da3,d3881bec-c426-404a-b9d9-27b637f1622e,2025-08-29 22:23:26,2025-09-01,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
ba69824a-57f1-476d-b1e6-6f9a1ba374d7,36c2ab81-0579-438d-8165-b7055562783c,2025-08-29 16:37:47,2025-09-01,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
91e07c64-a391-4459-b913-a9202d88b2ef,c60a2d0a-ee54-46d7-b529-0d882347f020,2025-08-29 09:09:35,2025-09-03,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
27346a9d-9044-423e-a4b8-7c7f43eaca2d,c9feea2e-336a-471e-afae-92b4952626ad,2025-08-29 00:22:24,2025-09-03,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
7cb390f5-28cf-4d05-8a75-e62cf0ca0850,3f0e9f2a-191b-4289-9b49-f5c2c5646d46,2025-08-29 20:27:08,2025-08-31,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
d7bc4100-c5dd-445e-a462-e39e7f6a96d1,1b46a806-cd4a-4f3a-b900-1f04f52ddca7,2025-08-29 18:31:02,2025-09-02,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
7d9da52c-dd76-45f1-84c5-a32101eca3f3,19f544d4-1743-483f-8b42-e0390e6ae7af,2025-08-29 03:06:09,2025-09-01,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
dce5893c-b6d1-4691-9bc8-9acf65baeeb3,1392360e-65ae-4b15-be3b-9c4396844358,2025-08-29 14:40:18,2025-08-30,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
4cda1f69-9c7a-4323-a569-8f1adeb1d1b5,c72cab61-ba9c-4ef3-bc0b-4098fcd0265f,2025-08-29 08:17:39,2025-08-30,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
03360e78-79fe-445f-9ce8-dd68f1b52db5,b394a7d9-042b-4d3f-8f1c-7884c64a39b9,2025-08-29 12:21:11,2025-09-02,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
