maintenance_id,bike_id,reported_time,resolved_time,issue_description
0024bf82-67e6-4d20-8888-7d32ca093aa4,e267f0df-8efd-4444-8236-189e934465da,2025-09-02 03:53:14,2025-09-07,Broken
726fca30-945c-4c60-bda2-1025394944e1,85397d32-391d-4134-9a0e-45081c33e381,2025-09-02 09:34:12,2025-09-06,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
a94f1106-6666-49fe-9144-8ad0df2c3b11,985b4233-9c7e-4384-b157-d1fb120d3a89,2025-09-02 21:11:49,2025-09-07,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
e0d902b2-c6c1-4e71-abc9-14822a476e0a,7261a0fc-b19e-4522-92e3-16e386b35a64,2025-09-02 22:43:26,2025-09-05,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
de0d534c-0926-4518-a74f-070668b419be,538fc536-1ac4-4c81-91bd-7654eee22b0b,2025-09-02 13:24:34,2025-09-05,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
6478adde-2fed-4db9-8dab-5f925701eab0,d315b0fc-cdd3-4863-993e-e114cecbcc43,2025-09-02 19:10:32,2025-09-07,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
4877d55f-258e-4572-aead-3705f77b7366,7ee87e70-dd7c-4200-9363-293b47eb0a6d,2025-09-02 23:13:03,2025-09-05,Broken
18d99727-fa99-4a77-8a59-861005d491bb,70385138-a834-4de8-bbe0-e2daae649412,2025-09-02 07:27:51,2025-09-07,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
997ddcde-8661-4641-aff2-dc2b3dbcfbab,42478df4-b02f-40d7-8a96-ad0dedc7a0b2,2025-09-02 08:45:54,2025-09-07,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
d6118ddd-2de2-48e8-a185-1ecd160a8c81,32cda27e-18c0-43a6-90ed-8ebd6ead408d,2025-09-02 01:08:24,2025-09-04,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
4820c04c-799b-4213-8861-6e332636e9e7,40ff1bf6-331c-487a-a967-18a003ebc59a,2025-09-02 19:10:52,2025-09-03,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
