maintenance_id,bike_id,reported_time,resolved_time,issue_description
e5ec5590-d983-4eb6-89b2-c607b04a3e8f,f1c0f480-34de-459b-bd5b-6c957c8d92dd,2025-07-19 12:02:21,2025-07-24,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
a4d25086-7afa-4bdf-a578-679bb8351731,474bf6ce-a92c-4c49-8b2e-44a6ac6bca2e,2025-07-19 20:32:43,2025-07-20,Broken
79ab59e7-0774-46db-a1b7-e3d2e4d44e93,16d712cc-12a5-4c5f-9e35-a0ddc71f7938,2025-07-19 22:17:51,2025-07-21,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
8db6f55d-21fa-4cc6-a085-70cb06595ca2,02f2d182-a1d2-4dd6-826d-6c64a887c36c,2025-07-19 08:28:29,2025-07-22,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
3a246592-6b29-44c6-b7d8-c642ff66fe54,e28e7c63-05aa-4ea0-9030-f71f1bc3e6d4,2025-07-19 20:01:20,2025-07-24,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
d7791ae5-0626-40cd-b801-2c390a689029,76e8423a-2fd3-4219-b029-5a2c0f74e88e,2025-07-19 03:27:40,2025-07-22,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
e3c0ed84-2d5b-456c-b542-3a78655ebbdc,42b14aa0-5235-4653-96b0-9c2823cc2541,2025-07-19 04:58:59,2025-07-21,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
32b755ed-5de7-4abb-90ad-6c8dda114d9d,a9e40372-bd45-4e4d-af66-334a574f8574,2025-07-19 15:12:13,2025-07-20,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
ce86a2ff-5fd0-4e90-81a8-8c66c518f4c1,e88d73d0-3858-425d-b878-37545e4c6a18,2025-07-19 02:15:33,2025-07-23,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
58384e7f-85fc-400d-847e-f8b42e0ec237,4b0aa821-01a4-4b8d-b182-2adc93652191,2025-07-19 03:17:38,2025-07-20,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
