ride_id,start_time,end_time,start_station_id,end_station_id,bike_id,user_type,customer_id
e0daa421-c0f9-4503-9b19-b7e005ffd3f7,2025-06-11 00:35:45,2025-06-11 02:24:16,99810fea-31be-4514-ab04-fce0cc4c715e,2b74a5a2-1bd3-4aa9-88ef-d299f1d175a9,e267f0df-8efd-4444-8236-189e934465da,member,982f655b-0846-445a-aa5d-ce7aa8f6370b
07a5d18e-650b-4185-95af-8d9dfcbd647f,2025-06-11 05:10:50,2025-06-11 06:29:47,99810fea-31be-4514-ab04-fce0cc4c715e,04cd70f1-9492-4218-b96a-f63547a3f6f9,e267f0df-8efd-4444-8236-189e934465da,member,42311acc-67e8-47e0-bbcc-6c0b086f7e8e
a42ac95b-1bfe-429d-abe9-c04a1a993dd4,2025-06-11 07:16:43,2025-06-11 10:42:34,99810fea-31be-4514-ab04-fce0cc4c715e,1dcf5fb5-8676-48e2-b6ff-b343c5ffa597,e267f0df-8efd-4444-8236-189e934465da,member,1cadd893-51bd-457b-a944-d787505f3a78
08d50a76-a6ad-4f04-bd9a-e1b2ada68234,2025-06-11 10:55:15,2025-06-11 15:40:03,99810fea-31be-4514-ab04-fce0cc4c715e,55224734-2ad8-4a19-9e4c-a66de06b42f9,e267f0df-8efd-4444-8236-189e934465da,member,d534c012-3f7c-4dae-b43a-34c0f5583e62
31dc1aaf-73bf-4b57-8d6f-ce9a6290820e,2025-06-11 16:56:47,2025-06-11 18:39:24,99810fea-31be-4514-ab04-fce0cc4c715e,bcea2fb3-eaf4-4a1d-b631-c910b29db6da,e267f0df-8efd-4444-8236-189e934465da,member,9a95709b-d24d-4398-9fdd-00a5759d4bea
8d8abc9b-56d4-4fa1-a501-798877c51ba9,2025-06-11 18:57:32,2025-06-11 20:01:09,99810fea-31be-4514-ab04-fce0cc4c715e,55224734-2ad8-4a19-9e4c-a66de06b42f9,e267f0df-8efd-4444-8236-189e934465da,member,ac91bf61-3464-4b11-b402-1310939335f3
387c207d-ad1e-4980-a09e-0da1847e28b3,2025-06-11 02:24:44,2025-06-11 03:57:32,65008017-abdf-42fc-8752-c5188ca7cd61,c4ad6437-6c2d-43d1-aa23-d46b5df8b6a7,23a0e656-edc6-4dd6-939b-80f4d715c9cd,member,41595960-24de-4e33-8d71-ce8bffa5f183
5dee5224-cd92-4d02-b0e6-3befb73be05a,2025-06-11 07:17:02,2025-06-11 12:34:45,65008017-abdf-42fc-8752-c5188ca7cd61,55224734-2ad8-4a19-9e4c-a66de06b42f9,23a0e656-edc6-4dd6-939b-80f4d715c9cd,non-member,fed64a82-548a-4a9f-adec-5d04148a8b4d
664d5fca-eb53-4e4f-bdb2-6ebe2db3b15a,2025-06-11 16:08:39,2025-06-11 23:33:48,65008017-abdf-42fc-8752-c5188ca7cd61,bcea2fb3-eaf4-4a1d-b631-c910b29db6da,23a0e656-edc6-4dd6-939b-80f4d715c9cd,non-member,421f4767-560a-4a80-a622-ec0ad7f5471c
a5b39fad-3d6e-48c0-b022-f6a4ad402888,2025-06-11 04:48:04,2025-06-11 04:57:29,844e0cdf-2a22-4096-8d58-6c034b3ebf30,69b25e37-55ba-4437-a09b-5973a647f7bb,78474814-e054-4ab5-af7f-8ce8e3e2ec31,member,30d78702-f568-4c89-b980-3d79990a88d2
00a9ca31-5e86-42d2-83f3-fe34e73607ee,2025-06-11 08:50:10,2025-06-11 10:54:01,844e0cdf-2a22-4096-8d58-6c034b3ebf30,844e0cdf-2a22-4096-8d58-6c034b3ebf30,78474814-e054-4ab5-af7f-8ce8e3e2ec31,member,ffd9ba8f-cea7-458c-9b54-466fe4f6d66f
be93dd9c-d677-436f-9a7a-82b162101a8c,2025-06-11 14:53:21,2025-06-11 19:27:54,026a06f2-51ce-47cb-973f-d21c062e5dad,c4ad6437-6c2d-43d1-aa23-d46b5df8b6a7,15dc42c5-a94c-440e-926f-8e98189489e1,non-member,8eae5d16-93eb-426e-9f00-2dab2722927c
49b9f98d-58e9-4ea3-8d00-c6f96156f165,2025-06-11 01:39:40,2025-06-11 01:52:03,04cd70f1-9492-4218-b96a-f63547a3f6f9,69b25e37-55ba-4437-a09b-5973a647f7bb,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,293e40d0-ee03-4751-9c6a-ecca48d6de81
e3a75ed4-ecb0-4582-92b7-d8f1e9e35dd7,2025-06-11 05:12:41,2025-06-11 05:26:49,04cd70f1-9492-4218-b96a-f63547a3f6f9,a0c61868-01f3-4cc6-ae38-1c737d315e35,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,2483df76-97eb-4e62-86a4-a05efdf380f9
0d45f9b3-cecb-44db-b438-73ae6c63c039,2025-06-11 05:39:54,2025-06-11 06:20:29,04cd70f1-9492-4218-b96a-f63547a3f6f9,99810fea-31be-4514-ab04-fce0cc4c715e,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,f7cfc9cf-c61d-42a7-a2c0-472b0285faba
584855ad-0ca3-4cb4-9f96-db91839a6dc4,2025-06-11 07:27:16,2025-06-11 07:28:22,04cd70f1-9492-4218-b96a-f63547a3f6f9,c4ad6437-6c2d-43d1-aa23-d46b5df8b6a7,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,92879681-b18a-4f8a-bdce-e196bff0d679
68294e8e-f865-4df7-a13c-6f31bf8566af,2025-06-11 09:31:43,2025-06-11 10:41:29,04cd70f1-9492-4218-b96a-f63547a3f6f9,99aa4b03-ea08-43a4-94dd-7646fcbcf36c,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,9dac11f8-9cf5-4253-afe5-f6a760997ff4
f977b87f-c3b8-4876-8af1-cc28c6c449f6,2025-06-11 11:01:29,2025-06-11 12:34:36,04cd70f1-9492-4218-b96a-f63547a3f6f9,99810fea-31be-4514-ab04-fce0cc4c715e,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,3919f538-ff90-4b8b-978e-32bcad0cc8b9
38beef8c-1c65-4d10-86ed-dc42abfc98e7,2025-06-11 14:09:05,2025-06-11 14:41:08,04cd70f1-9492-4218-b96a-f63547a3f6f9,28fbe5cf-a20d-4c1f-8e11-3d7fe69586bc,f1c0f480-34de-459b-bd5b-6c957c8d92dd,member,1b231813-7400-4413-8192-74d80dcd92f9
0e736a96-d80c-43b0-8103-490e57241d27,2025-06-11 16:45:30,2025-06-11 20:16:37,04cd70f1-9492-4218-b96a-f63547a3f6f9,1066c763-a3b3-4292-9d33-cf474e397055,f1c0f480-34de-459b-bd5b-6c957c8d92dd,non-member,f80af88d-d510-420e-89a6-ac151143fc2c
