maintenance_id,bike_id,reported_time,resolved_time,issue_description
208270f4-b545-43fa-91ac-febdb617502e,80c98ce1-d2b7-4f0b-9fda-e5af8492af09,2025-08-21 14:26:56,2025-08-26,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
6383e884-3c14-471a-aacc-8371a22f91bb,474bf6ce-a92c-4c49-8b2e-44a6ac6bca2e,2025-08-21 07:02:35,2025-08-23,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
4a20d029-e1e9-4bfa-a2af-d26086eaa577,312336ef-c293-43b5-9644-23aea215ae81,2025-08-21 16:39:34,2025-08-25,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
14614fec-ee72-4243-8098-52c118dcb1e0,ce74c91c-363d-4a4c-aff3-4b9121142348,2025-08-21 15:19:16,2025-08-24,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
e625f0ea-d97f-4223-9fe9-122bc50774df,16d712cc-12a5-4c5f-9e35-a0ddc71f7938,2025-08-21 13:37:41,2025-08-25,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
9b885f3e-1880-41ab-b157-c394949e0763,88362d61-8dcf-4282-b7b5-afdb1069772f,2025-08-21 06:17:20,2025-08-23,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
c810f644-452d-40d3-955c-6e6b05606587,19b4c0fd-6801-461c-a85c-773074356a96,2025-08-21 06:37:06,2025-08-25,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
4012ca9f-c4d8-4841-9605-049123120d09,9ccb8ede-c536-4fa7-a863-4cebe5572dd4,2025-08-21 09:13:59,2025-08-25,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
09925291-cc38-45b1-ad12-5929bd7a5e14,7ee87e70-dd7c-4200-9363-293b47eb0a6d,2025-08-21 17:55:10,2025-08-22,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
9ae8a2ef-4f5d-46c0-9cd4-ea5c64662e26,fd5cf457-87ec-4e93-bffc-7d43fbd833d7,2025-08-21 02:21:34,2025-08-22,Broken
c8ce71db-18f1-4242-9153-ae141c919caa,d35d3e3a-c271-4091-9877-1debb27776cb,2025-08-21 21:12:56,2025-08-24,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
0e34e259-6976-4050-9cc0-810d82d5958f,19f544d4-1743-483f-8b42-e0390e6ae7af,2025-08-21 03:22:08,2025-08-26,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
f3572e7f-0bab-4cc0-a0ce-930fcc788ef3,96c4f73e-2e6f-4312-9892-76312b9778df,2025-08-21 02:55:11,2025-08-25,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
a5f9588c-f73e-48a7-b854-5cad547b2c2c,ddccb69f-55a5-427a-9b89-5a3e08e985a8,2025-08-21 06:21:09,2025-08-22,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
27c1de4a-25fe-4ce6-9c98-eace6d8ab72f,eda6ba5f-414b-42f9-bea9-eed791143210,2025-08-21 07:48:59,2025-08-24,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
0a54512c-a397-4690-b14e-a2c002600566,02605cc2-c123-44fd-9b9f-aaf156ce1ed0,2025-08-21 03:58:42,2025-08-22,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
