maintenance_id,bike_id,reported_time,resolved_time,issue_description
e9c04497-ac9e-46bd-81ed-30a6fcb7a036,f1c0f480-34de-459b-bd5b-6c957c8d92dd,2025-09-07 02:56:26,2025-09-10,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
a5bec13d-e700-4d3e-a151-d92114534461,ce74c91c-363d-4a4c-aff3-4b9121142348,2025-09-07 03:33:35,2025-09-08,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
72ec9b9e-fd1d-48a8-bbbf-238b5be37a89,f821cebd-3d91-4c28-8d70-553579fc371a,2025-09-07 11:56:03,2025-09-11,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
3f64f35e-60bd-4ba4-a2ea-d8d5ddebfeba,60b197d9-c740-44e2-95b5-438489d832df,2025-09-07 12:04:49,2025-09-10,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
33778c38-e164-4be0-8e1b-1d11f09ba7d8,c27b5151-1d72-44f4-b05d-7d7ff476e07c,2025-09-07 19:31:20,2025-09-11,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
4f631c93-cfeb-4794-88df-e9fe9da80387,87fb3b14-4413-47a9-98db-35b25d11ff35,2025-09-07 22:32:54,2025-09-10,Broken
632e76f6-67bc-430c-9c6f-e3e656753d93,c043bbef-d81d-4826-aef2-0193813a151c,2025-09-07 23:06:13,2025-09-12,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
fd691b6c-46ef-42cf-b63a-a3dc1277e0a6,15d30c3d-7278-45e0-97b1-c922f524a604,2025-09-07 05:51:20,2025-09-11,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
b44b7292-adc3-482d-b7ac-1801cd3c53f6,5329a4a8-a2bf-41af-a2b7-2e60ef8669c2,2025-09-07 23:27:30,2025-09-12,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
7622bf6a-ecf0-45a3-82f4-13d6ada50ddc,9d10815f-fefc-489a-9c84-f7546726561e,2025-09-07 07:24:20,2025-09-09,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
1b0f0c30-d8b7-45c1-976d-d132e1f19f4f,248b4346-c5fd-4db4-86d0-3cfb1b83f47e,2025-09-07 07:30:08,2025-09-09,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
9b9878b2-176d-40d3-b377-6c8f6e3d9b12,96c4f73e-2e6f-4312-9892-76312b9778df,2025-09-07 21:52:05,2025-09-12,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
98080785-ffb0-4b47-8b03-49becdecc9de,523ed909-858b-446f-bf90-e955c8acd3d1,2025-09-07 11:54:17,2025-09-09,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
d83012fa-f789-4b03-aa8d-e5cf1fb54101,7bfc2189-0b1b-4231-a5e0-7985c848e35c,2025-09-07 12:34:00,2025-09-11,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
f8b707c1-ccd6-458a-9432-9495d214f4bc,dbd74601-80ce-4ccc-ac82-263f67174b8f,2025-09-07 22:53:17,2025-09-12,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
