maintenance_id,bike_id,reported_time,resolved_time,issue_description
e6565ea5-7483-4134-aef1-d69bc7f1353f,e267f0df-8efd-4444-8236-189e934465da,2025-08-20 07:44:00,2025-08-22,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
09d1663e-0902-4abd-8f01-a881e4c6a570,15dc42c5-a94c-440e-926f-8e98189489e1,2025-08-20 19:27:17,2025-08-21,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
41a97839-7663-49f0-8064-b4e59aabe7dd,17fa2898-b55c-40c8-814a-c183b38ed668,2025-08-20 06:25:37,2025-08-25,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
b4a70d32-ba3f-4214-be1d-b57f322169ca,f821cebd-3d91-4c28-8d70-553579fc371a,2025-08-20 07:11:49,2025-08-22,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
ec01b016-bde1-448e-90bf-77b8439cfa49,e88d73d0-3858-425d-b878-37545e4c6a18,2025-08-20 15:39:49,2025-08-23,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
47827d96-70b5-4e07-9009-4e9728c6e9d0,528dc440-f982-4316-bb09-f00a01202537,2025-08-20 08:38:58,2025-08-22,
dbd5a7b3-92e1-48c5-b06f-2afb1fe331f6,9ead2782-dd09-487a-8a30-66002c98f592,2025-08-20 07:36:49,2025-08-24,"The seat on my rental bike is loose and keeps sliding back and forth, making it hard to ride. I've tried to tighten it, but it doesn't seem to be staying in place. Can I get a replacement or have this one fixed ASAP?"
75334143-a117-4eb5-990c-ebeb42781b92,2576afa2-e572-4b78-b51d-18f0b4ed85ad,2025-08-20 14:05:23,2025-08-23,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
8fbb07b7-05a2-44a5-9a84-defcbde488cc,57675b71-d301-4a0c-a089-2a5ea2855155,2025-08-20 09:09:12,2025-08-22,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
fa97a707-29e3-4ac1-87fa-ed3ce7d6b9e0,c99c5297-b056-4c14-94d9-921028dc8b0b,2025-08-20 08:24:31,2025-08-21,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
