maintenance_id,bike_id,reported_time,resolved_time,issue_description
64d2f5ab-f853-48dc-9678-6d4abd5a9dce,4b5ea3dd-1436-4284-abfc-a7f3c69ed514,2025-09-11 04:09:02,2025-09-15,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
95d0f99d-453a-48e5-8ace-785c831535a9,92d04051-13dd-4a01-82cd-453b15ac19e8,2025-09-11 10:24:08,2025-09-13,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
06ea12d2-5185-4bb8-af67-1b4b541a8f9b,41d0804c-4ad1-48a4-98ca-8c86c6534060,2025-09-11 11:49:59,2025-09-14,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
c8b3209e-b290-4d86-aef4-b389a39921fc,d3881bec-c426-404a-b9d9-27b637f1622e,2025-09-11 01:06:20,2025-09-12,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
9b6faf98-927b-4be9-ada3-aeb174fa78ec,d6ce88de-42ee-47e9-a3a3-f9de4700745a,2025-09-11 08:40:40,2025-09-12,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
1d3d15b5-1221-4545-9bc5-7a94c0a4d0ca,1e120c12-3807-4e04-a0e4-dd4a05dab69a,2025-09-11 03:30:25,2025-09-15,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
4d687e8a-13f2-4d46-8f0b-aae63c986af5,d7040dac-362b-4862-bb2d-9340728484be,2025-09-11 01:21:46,2025-09-13,"The tires on my rental bike are low on air and one of them has a slow leak, making it difficult to ride. I've only had the bike for an hour and I'm already having to stop frequently to add air. I'd appreciate it if someone could take a look at it and fix the issue as soon as possible."
5fc15ae3-7145-4d44-b237-4210bae6a95a,87fb3b14-4413-47a9-98db-35b25d11ff35,2025-09-11 12:15:20,2025-09-12,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
6f61ca23-62f2-437b-8541-d1deb5e2b617,1b46a806-cd4a-4f3a-b900-1f04f52ddca7,2025-09-11 04:03:24,2025-09-15,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
3645238c-4ef1-4668-a795-632f8b1e6d7d,e4a4f953-c068-4164-a8ee-682c99b9292f,2025-09-11 17:26:59,2025-09-16,"The brakes on my rental bike are not working properly, it's taking a lot of effort to slow down and stop. I'm having to squeeze the brake levers really hard to get any response, which is kinda scary. I'd appreciate it if someone could take a look and fix the issue ASAP."
3db0d350-ceab-453e-932e-f05ca3f527e7,ef58c519-0e7a-4e80-9eec-35072efe9c18,2025-09-11 05:38:59,2025-09-14,"The handlebars on my rental bike are loose and keep shifting while I'm riding, it's pretty annoying. I've tried to tighten them but it doesn't seem to be making a difference. I'd appreciate it if someone could take a look and fix the issue so I can finish my ride safely."
f3446655-f1c6-4fba-8c5e-b585883da502,ddccb69f-55a5-427a-9b89-5a3e08e985a8,2025-09-11 06:09:10,2025-09-13,"The chain on my rental bike keeps slipping off the gears, making it hard to pedal. I've tried adjusting it, but it doesn't seem to be staying in place. I'd appreciate it if someone could take a look and fix the issue so I can continue my ride."
e13339d3-b8d4-4319-8558-8c1e43119670,19be2a09-8951-4df4-b7e3-67dff02d8ec4,2025-09-11 04:20:35,2025-09-13,"The safety reflectors on my rental bike are loose and not securely attached, which is a safety concern. I noticed the issue as soon as I started riding and I'm worried it could cause problems, especially at night. I'd appreciate it if someone could take a look and fix the reflectors as soon as possible."
